title,snippet,pub_date,web_url,section,source
Google’s Photo App Still Can’t Find Gorillas. And Neither Can Apple’s.,Eight years after a controversy over Black people being mislabeled as gorillas by image analysis software — and despite big advances in computer vision — tech giants still fear repeating the mistake.,2023-05-22T09:00:15Z,https://www.nytimes.com/2023/05/22/technology/ai-photo-labels-google-apple.html,Technology,The New York Times
"Elon Musk Takes On Apple’s Power, Setting Up a Clash","In a series of tweets on Monday, Mr. Musk accused Apple of threatening to pull Twitter from its App Store and of trying to censor.",2022-11-28T20:13:22Z,https://www.nytimes.com/2022/11/28/technology/elon-musk-apple-twitter.html,Technology,The New York Times
Apple Season Is Here,And you don’t need to do any peeling for Genevieve Ko’s apple crisp.,2022-10-17T15:00:04Z,https://www.nytimes.com/2022/10/17/dining/apple-season-is-here.html,Food,The New York Times
"Katie Cotton, Who Helped Raise Apple’s Profile, Dies at 57","As head of public relations, she worked closely with Steve Jobs, the company’s visionary chief executive, to spread the word about products like the iMac and the iPhone.",2023-05-05T02:12:46Z,https://www.nytimes.com/2023/05/04/business/katie-cotton-dead.html,Business,The New York Times
Eli Apple takes the lead on trash talk.,,2023-01-29T23:00:05Z,https://www.nytimes.com/live/2023/01/29/sports/bengals-chiefs-score/eli-apple-takes-the-lead-on-trash-talk,Sports,The New York Times
They Make Bespoke Cider. In a Garage. With Apples They Find.,The founders of Floral Terranes take foraging fruit to a whole new level.,2022-11-10T10:00:35Z,https://www.nytimes.com/2022/11/10/nyregion/cider-long-island-floral-terranes.html,New York,The New York Times
New Crack in Apple’s Armor as Dozens Strike at Its Stores in Australia,"The uprising will be of keen interest in the U.S., where a second Apple store voted to unionize last week.",2022-10-18T02:28:24Z,https://www.nytimes.com/2022/10/17/business/apple-store-strike-australia.html,Business,The New York Times
"How Siri, Alexa and Google Assistant Lost the A.I. Race","The virtual assistants had more than a decade to become indispensable. But they were hampered by clunky design and miscalculations, leaving room for chatbots to rise.",2023-03-15T09:00:28Z,https://www.nytimes.com/2023/03/15/technology/siri-alexa-google-assistant-artificial-intelligence.html,Technology,The New York Times
Lufthansa Says Passengers Can’t Use Apple AirTags to Track Checked Bags,It appears to be the sole airline saying that international standards don’t allow passengers to use the Bluetooth devices in the cargo hold. Apple said that regulators allow their use for all baggage.,2022-10-11T19:07:41Z,https://www.nytimes.com/2022/10/11/travel/lufthansa-apple-airtags-luggage.html,Travel,The New York Times
Senator Calls on Apple and Google to Ban TikTok in App Stores,"Michael F. Bennet, a Colorado Democrat, cited national security, adding to bipartisan pressure on the Chinese-owned video app.",2023-02-02T10:00:20Z,https://www.nytimes.com/2023/02/02/technology/michael-bennet-tiktok-ban.html,Technology,The New York Times
"Apple Extends Reach With $800 Watch, as New iPhone Inches Along","The Apple Watch Ultra is aimed at endurance athletes, a market dominated by Garmin. Apple also introduced updated AirPods.",2022-09-07T17:44:11Z,https://www.nytimes.com/2022/09/07/technology/apple-new-iphone-watch.html,Technology,The New York Times
Lufthansa Says Apple AirTags Are Once Again Allowed in Checked Bags,"The airline reversed itself Wednesday, saying it had consulted with German aviation authorities, who agreed that Bluetooth trackers were safe for passengers to use.",2022-10-12T20:58:00Z,https://www.nytimes.com/2022/10/12/travel/lufthansa-apple-airtags-luggage.html,Travel,The New York Times
Apple to Sponsor the Super Bowl Halftime Show,Apple’s pursuit of an N.F.L. media package has broadened to include a sponsorship of one of TV’s most-watched events.,2022-09-23T04:40:46Z,https://www.nytimes.com/2022/09/23/technology/apple-nfl-super-bowl.html,Technology,The New York Times
"Review: At the Big Apple Circus, It’s a Family Affair","Though smaller and less glitzy than extravaganzas of years past, “Dream Big” is a brisk, welcoming, back-to-basics experience brimming with pizazz.",2022-11-25T10:00:24Z,https://www.nytimes.com/2022/11/25/theater/big-apple-circus-review.html,Theater,The New York Times
Elon Musk Takes on a Goliath,The Twitter owner’s latest fight is a big one: the market dominance of Apple’s App Store.,2022-11-29T12:41:23Z,https://www.nytimes.com/2022/11/29/business/dealbook/elon-musk-apple-twitter.html,Business,The New York Times
Apple Store in Oklahoma City Becomes Second to Unionize,"Workers said pay was adequate and benefits were good, but complained that managers’ practices often seemed arbitrary.",2022-10-15T01:21:01Z,https://www.nytimes.com/2022/10/14/business/economy/apple-store-union-oklahoma-city.html,Business,The New York Times
"Apple, the Ad Critic, Now Embraces Ads","Apple has long supported privacy and shunned those intrusive ads. What happens when it sells more ads, too?",2022-09-06T17:20:50Z,https://www.nytimes.com/2022/09/06/technology/apple-ads.html,Technology,The New York Times
How Big Tech Camouflaged Wall Street’s Crisis,"Investors in the S&P 500 are highly dependent on the fate of Microsoft, Apple and other big technology stocks. A rally in March showed how this can mask turmoil in the rest of the market.",2023-03-31T09:00:15Z,https://www.nytimes.com/2023/03/31/business/tech-stocks-sp-500.html,Business,The New York Times
Who Gets the Last Word on Steve Jobs? He Might.,"When Laurene Powell Jobs unveiled a website dedicated to the story of her late husband, historians wondered if it could change how influential people burnish their legacies.",2022-10-22T07:00:11Z,https://www.nytimes.com/2022/10/22/technology/steve-jobs-archive.html,Technology,The New York Times
An iPhone Factory Needs Workers. The Chinese Government Wants to Help.,The government has sought out military veterans and Communist Party members to try to help an Apple supplier address a labor shortage at a major factory.,2022-11-18T11:44:59Z,https://www.nytimes.com/2022/11/18/business/apple-foxconn-china.html,Business,The New York Times
"Companies Are Taking a Harder Line on Union Organizers, Workers Say","Apple, Starbucks, Trader Joe’s and REI are accused of targeting union supporters after organizing efforts gained traction, charges the companies deny.",2023-05-22T15:17:24Z,https://www.nytimes.com/2023/05/22/business/economy/unions-starbucks-apple-rei-trader-joes.html,Business,The New York Times
Emergency Pod: Elon Musk Owns Twitter,"The world’s richest man just closed the deal, promising that the company won’t become a ‘hellscape’, appointing himself ‘Chief Twit’ and promptly firing top executives.",2022-10-28T09:00:11Z,https://www.nytimes.com/2022/10/28/podcasts/emergency-pod-elon-musk-owns-twitter.html,Podcasts,The New York Times
An Apple Watch for Your 5-Year-Old? More Parents Say Yes.,"As Apple prepares to unveil new models next week, the smart watch has found an unexpected audience: children as young as 5.",2022-09-01T09:01:01Z,https://www.nytimes.com/2022/09/01/technology/apple-watch-children-kids.html,Technology,The New York Times
Apple Shot an Oscar Contender Starring Will Smith. That Was Before the Slap.,"The Civil War drama “Emancipation” finished filming early this year. Now, Apple faces a quandary on what to do with the movie.",2022-09-18T09:00:11Z,https://www.nytimes.com/2022/09/18/business/media/will-smith-emancipation-apple-tv.html,Business,The New York Times
Elon’s Two-Day War with Apple + How to Beat an A.I. Censor + S.B.F.’s ‘Bad Month’,Musk takes on tech’s fight against the Apple “tax.”,2022-12-02T10:00:25Z,https://www.nytimes.com/2022/12/02/podcasts/hard-fork-apple-elon-musk-sbf-ftx.html,Podcasts,The New York Times
Tech Companies Slowly Shift Production Away From China,"Worried about geopolitical tensions and stung by pandemic shutdowns, Google, Apple and others are moving some work to nearby countries.",2022-09-01T09:01:10Z,https://www.nytimes.com/2022/09/01/business/tech-companies-china.html,Business,The New York Times
Want to Watch the Yankees on Friday? There’s an App for That.,A game between the Yankees and the Boston Red Sox in which Aaron Judge could be gunning for his 62nd home run will be broadcast only on Apple TV+.,2022-09-22T21:56:22Z,https://www.nytimes.com/2022/09/22/sports/baseball/aaron-judge-yankees-apple-tv.html,Sports,The New York Times
What Good Are Wearable Computers if the Data Is Wrong?,"An Apple Watch or a Garmin can draw incorrect conclusions about your health, but the broad trends may be more valuable than the numbers.",2023-04-12T09:00:33Z,https://www.nytimes.com/2023/04/12/technology/personaltech/vo2max-smartwatches-fitness-accuracy.html,Technology,The New York Times
Will Smith Film ‘Emancipation’ Will Be Released in December,"Apple said the movie, Mr. Smith’s first since his infamous slap at the Oscars, will be in theaters on Dec. 2 and begin streaming on Dec. 9.",2022-10-03T16:55:03Z,https://www.nytimes.com/2022/10/03/business/media/will-smith-emancipation-release-date.html,Business,The New York Times
How Young Is Too Young for an Apple Watch?,Do smart watches work as training wheels for a smartphone? Or do they just hook children on technology at an even earlier age?,2022-10-21T09:00:07Z,https://www.nytimes.com/2022/10/21/learning/how-young-is-too-young-for-an-apple-watch.html,The Learning Network,The New York Times
Man Is Charged in Fatal Crash Into Apple Store Outside Boston,"A 53-year-old man was charged with reckless homicide after the authorities said he drove his S.U.V. into the store in Hingham, Mass., killing one person and injuring more than a dozen others.",2022-11-21T20:04:01Z,https://www.nytimes.com/2022/11/21/us/car-crash-massachusetts-apple-store.html,U.S.,The New York Times
Why the N.F.L.’s Big Streaming Deal Is Going Into Overtime,"Talks for Sunday Ticket are expected to spill into next year, as Apple faces increased competition from Google for the league’s last available TV rights.",2022-11-23T19:41:00Z,https://www.nytimes.com/2022/11/23/business/nfl-sunday-ticket-streaming.html,Business,The New York Times
M.L.S. Returns With Another New Team and a Whole New Way to Watch,"St. Louis City S.C. will hit the field as the league’s 29th franchise, but to watch it, and every other team, fans will have to get to know Apple TV+.",2023-02-23T20:54:37Z,https://www.nytimes.com/2023/02/23/sports/soccer/mls-preview-2023.html,Sports,The New York Times
Quotation of the Day: Apple Feels the Sting From an Oscar Slap,"Quotation of the Day for Monday, September 19, 2022.",2022-09-19T04:01:52Z,https://www.nytimes.com/2022/09/19/todayspaper/quotation-of-the-day-apple-feels-the-sting-from-an-oscar-slap.html,Today’s Paper,The New York Times
An Anti-E.S.G. Activist Takes on Apple and Disney,A prominent critic of investing that factors in climate and social considerations wants to use shareholder pressure to refocus companies on profits.,2022-09-20T11:30:59Z,https://www.nytimes.com/2022/09/20/business/dealbook/anti-esg-campaign-fund-etf-disney-apple.html,Business,The New York Times
YouTube in Advanced Talks for N.F.L. Sunday Ticket,"Tech’s biggest companies — Apple, Amazon and YouTube’s owner, Google — have been pursuing the rights to the football package.",2022-12-21T01:50:40Z,https://www.nytimes.com/2022/12/20/business/nfl-sunday-ticket-youtube.html,Business,The New York Times
How to Brainstorm and Plan Events With Friends and Family,"Many apps and tools for online collaboration work just as well for personal projects as they do for office tasks, and can be fun.",2023-04-05T09:00:43Z,https://www.nytimes.com/2023/04/05/technology/personaltech/event-planning-apps-tools.html,Technology,The New York Times
"Inspired by Jane Goodall, Onscreen and in Real Life","“Jane,” a new Apple TV+ series, tries to deliver Goodall’s environmental message through a young protagonist with insatiable curiosity.",2023-04-13T15:59:09Z,https://www.nytimes.com/2023/04/13/arts/television/jane-goodall-apple-tv-series.html,Arts,The New York Times
How Is Your Company Responding to Labor Organizing? We Want to Hear.,Employers are taking a variety of approaches to union campaigns.,2022-10-26T17:20:59Z,https://www.nytimes.com/2022/10/26/business/labor-management-callout.html,Business,The New York Times
Caramel Apple Pie Cake for the Best of Both Worlds,"Try the dessert from Ovenly in Greenpoint, Brooklyn, read a history of accidental culinary discoveries, and more.",2022-10-31T17:29:09Z,https://www.nytimes.com/2022/10/31/dining/caramel-apple-pie-cake-ovenly.html,Food,The New York Times
‘Ghosted’ Review: A C.I.A. Meet Cute,"A date becomes a spy skirmish in this action-heavy, paint-by-numbers Apple TV+ rom-com starring Chris Evans and Ana de Armas.",2023-04-21T01:00:05Z,https://www.nytimes.com/2023/04/20/movies/ghosted-review.html,Movies,The New York Times
What to Know About Limiting Your Child’s Screen Time,"Concerned parents have many tools, including free software from Apple and Google, to actively oversee how children use their tech.",2023-05-24T09:00:30Z,https://www.nytimes.com/2023/05/24/technology/personaltech/what-to-know-about-limiting-your-childs-screen-time.html,Technology,The New York Times
"The Best Movies and TV Shows Coming to HBO, Hulu, Apple TV+ and More in September","Every month, streaming services add movies and TV shows to its library. Here are our picks for some of September’s most promising new titles.",2022-09-07T18:02:42Z,https://www.nytimes.com/2022/09/07/arts/television/hbo-hulu-apple-streaming.html,Arts,The New York Times
"TikTok Users Sue Montana, Calling State Ban Unconstitutional",A spokeswoman for the state attorney general said that his office had “expected a legal challenge” and was “fully prepared to defend the law.”,2023-05-18T19:16:56Z,https://www.nytimes.com/2023/05/18/business/media/tiktok-ban-free-speech-montana.html,Business,The New York Times
Streaming’s Golden Age Is Suddenly Dimming,"After years of breakneck growth, the number of scripted TV series orders made by networks and streamers is in decline.",2022-12-18T21:38:48Z,https://www.nytimes.com/2022/12/18/business/media/streaming-tv-shows-canceled.html,Business,The New York Times
How Much Would You Pay for Steve Jobs’s Birkenstocks?,"At a recent event for the brand, we asked partygoers what they would give for the Apple co-founder’s sandals.",2022-12-05T10:00:20Z,https://www.nytimes.com/2022/12/05/style/birkenstocks.html,Style,The New York Times
Why Does Big Tech Make It So Hard to Fix Your Devices?,The C.E.O. of iFixit is fighting for your right to stop shopping and start repairing.,2023-01-12T10:00:14Z,https://www.nytimes.com/2023/01/12/opinion/big-tech-right-to-repair.html,Opinion,The New York Times
"Attention, Travelers: Now Is the Best Time to Switch to eSIM","The digital version of the SIM card, included on many newer phones, is set to become prevalent. It also offers affordable cellular data abroad.",2023-03-23T09:00:12Z,https://www.nytimes.com/2023/03/23/technology/personaltech/esim-sim-cards-travel.html,Technology,The New York Times
The Google Watch Is Here. But You’d Better Love Android.,"Developed with Fitbit, Google’s first smart watch takes a page from Apple’s playbook by requiring loyalty to its brand.",2022-10-12T17:00:18Z,https://www.nytimes.com/2022/10/12/technology/personaltech/google-pixel-watch-review.html,Technology,The New York Times
"Tech’s Biggest Companies Discover Austerity, to the Relief of Investors","After years of expansion and billions in profits, Big Tech is pulling back from its famously lavish spending as a long boom finally ends.",2023-02-03T00:07:03Z,https://www.nytimes.com/2023/02/02/technology/big-tech-earnings-austerity.html,Technology,The New York Times
China’s Latest Covid Lockdown Affects a Major iPhone Factory,An outbreak in Zhengzhou has sent an unknown number of workers at the city’s Foxconn plant into quarantine. It’s a bad time of year for output of iPhones to slow down.,2022-10-27T13:09:16Z,https://www.nytimes.com/2022/10/27/world/asia/chinas-latest-covid-lockdown-affects-a-major-iphone-factory.html,World,The New York Times
What to Watch in Today’s Jobs Report,The latest employment data will be published days after the Fed signaled it was ready to pause raising interest rates.,2023-05-05T12:05:14Z,https://www.nytimes.com/2023/05/05/business/dealbook/jobs-report.html,Business,The New York Times
"Easy to Use, Mobile Payment Apps Are Also Easy to Misuse","While they have taken steps to help prevent mishaps, a new report finds they offer few protections if, for instance, users accidentally send money to the wrong person.",2023-01-28T08:00:08Z,https://www.nytimes.com/2023/01/28/your-money/mobile-payment-venmo-zelle-cash-app.html,Your Money,The New York Times
5 Things to Do This Weekend,"Selections from the Weekend section, including a review of Cecily Brown's exhibition at the Met, ""Death and the Maid.""",2023-04-14T09:00:02Z,https://www.nytimes.com/interactive/2023/04/14/arts/weekend-editors-picks-cecily-brown-the-met.html,Arts,The New York Times
How Mexico Became the Biggest User of the World’s Most Notorious Spy Tool,"A Times investigation reveals the story behind how Mexico became the first and most prolific user of Pegasus. It’s still using it, despite promising to stop.",2023-04-18T09:00:39Z,https://www.nytimes.com/2023/04/18/world/americas/pegasus-spyware-mexico.html,World,The New York Times
New Tricks for Old Apps,"If you haven’t used some of your phone’s preloaded programs in years, the software may surprise you with updated or hidden features.",2023-03-08T14:00:14Z,https://www.nytimes.com/2023/03/08/technology/personaltech/old-ios-android-apps.html,Technology,The New York Times
‘Liaison’: Vincent Cassel and Eva Green Simmer as Global Tensions Boil,"For Apple TV+’s new geopolitical thriller, the two French stars finally joined powers. The sparks between them may fly faster than the bullets.",2023-02-25T13:00:07Z,https://www.nytimes.com/2023/02/25/arts/television/liaison-vincent-cassel-and-eva-green.html,Arts,The New York Times
"These Thanksgiving Salads Are Bright, Bold and Easy","Grapefruit and herbs, apples and greens, beets and yogurt: These three pairings are designed to balance out all that holiday richness, Yewande Komolafe writes.",2022-11-09T15:56:12Z,https://www.nytimes.com/2022/11/09/dining/thanksgiving-salad-recipes.html,Food,The New York Times
Your Memories. Their Cloud.,"Google, Apple and Meta offer near-limitless digital basements in which to store photos, videos and important documents, but you should keep a copy of what you hold most dear.",2022-12-31T10:00:21Z,https://www.nytimes.com/2022/12/31/technology/cloud-data-storage-google-apple-meta.html,Technology,The New York Times
Why Ted Lasso’s Shoe Game Is So Strong,"Credit the show’s star and creator, Jason Sudeikis, a real-life sneakerhead who owns about 250 pairs.",2023-05-17T16:00:08Z,https://www.nytimes.com/2023/05/17/style/ted-lasso-sneakers.html,Style,The New York Times
Detective Sued Over SWAT Raid Based on Wrong Location on the Find My App,"A detective relied on flawed information provided by the Find My app for a warrant that led the police to raid the home of a 77-year-old Denver woman, a lawsuit says.",2022-12-05T22:28:05Z,https://www.nytimes.com/2022/12/05/us/colorado-lawsuit-find-my-iphone.html,U.S.,The New York Times
Your Pies Have Arrived,"Apple, pecan, pumpkin, lemon meringue: They’re all here, as you’ve never seen them before.",2022-11-07T01:00:01Z,https://www.nytimes.com/interactive/2022/dining/thanksgiving-pies-recipes.html,Food,The New York Times
The Best Romance Novels of the Year (So Far),"Looking for an escapist love story? Here are 2024’s sexiest, swooniest reads.",2023-05-07T09:00:12Z,https://www.nytimes.com/article/best-romance-books.html,Books,The New York Times
5 Things to Do This Weekend,"Selections from the Weekend section, including a review of ""The Wanderers,"" starring Katie Holmes.",2023-02-17T10:00:02Z,https://www.nytimes.com/interactive/2023/02/17/arts/weekend-editors-picks-the-wanderers-play.html,Arts,The New York Times
Rihanna to Perform at Super Bowl Halftime,The singer’s highly anticipated return to the stage will include the first halftime show under the N.F.L.’s new sponsorship deal with Apple Music.,2022-09-25T19:20:53Z,https://www.nytimes.com/2022/09/25/sports/football/rihanna-super-bowl-halftime.html,Sports,The New York Times
Tech’s Biggest Companies Are Sending Worrying Signals About the Economy,A series of quarterly earnings reports is showing that even Silicon Valley’s most powerful companies are feeling the impact of inflation and rising interest rates.,2022-10-26T22:47:44Z,https://www.nytimes.com/2022/10/26/technology/economy-facebook-google.html,Technology,The New York Times
"A.F.C. Championship: Kansas City Beats Cincinnati, 23-20, With Late Field Goal","After a defensive stop, a solid punt return and an untimely Bengals penalty, Harrison Butker made a kick with 3 seconds left to send Kansas City to the Super Bowl for the third time in four seasons.",2023-01-29T22:29:45Z,https://www.nytimes.com/live/2023/01/29/sports/bengals-chiefs-score,Sports,
How Doctors View Patients With Disabilities,When patients with disabilities receive substandard care. Also: Kari Lake’s defeat; Mike Pence; Ukraine; South African coal; Apple’s betrayal; when to brush.,2022-11-15T16:41:43Z,https://www.nytimes.com/2022/11/15/opinion/letters/patients-doctors-disabilities.html,Opinion,The New York Times
Text Messaging Is Cool. But Where Are Its Boundaries?,"Apple and Google have added useful features to texting apps, yet the apps still lack a major component: an effective way to set limits.",2022-09-14T09:00:25Z,https://www.nytimes.com/2022/09/14/technology/personaltech/texting-ios-android.html,Technology,The New York Times
Mark Zuckerberg says that the App Store’s market dominance is ‘not good.’,,2022-11-30T20:00:56Z,https://www.nytimes.com/live/2022/11/30/business/dealbook-summit-conference/mark-zuckerberg-says-that-the-app-stores-market-dominance-is-not-good,Business,The New York Times
"A year after the slap, don’t expect to see Will Smith.",,2023-01-24T13:10:05Z,https://www.nytimes.com/live/2023/01/24/movies/oscar-nominations-academy-awards/a-year-after-the-slap-dont-expect-to-see-will-smith,Movies,The New York Times
Why China’s Shrinking Population Is a Problem for Everyone,"China struggled for years to curtail its rapid population growth. Now that its population is declining, economists and others fear serious implications for China and countries around the world.",2023-04-19T04:01:09Z,https://www.nytimes.com/2023/04/19/world/asia/china-population-india.html,World,The New York Times
The Case Against (Some) Buybacks,"Not in every instance, but in this one.",2023-03-06T18:00:04Z,https://www.nytimes.com/2023/03/06/opinion/buybacks-chips-act-buffett.html,Opinion,The New York Times
Fall Vibes,Temperatures are falling. It’s time for apples and squash.,2022-09-30T17:00:01Z,https://www.nytimes.com/2022/09/30/dining/fall-vibes.html,Food,The New York Times
Open or Closed? Here Are Stores’ Plans for Thanksgiving and Black Friday.,Many large retailers said they planned to close their doors on Thursday.,2022-11-22T17:29:31Z,https://www.nytimes.com/2022/11/22/business/stores-open-thanksgiving-black-friday.html,Business,The New York Times
‘Shrinking’ Review: On the Couch With Harrison Ford,An Apple TV+ dramedy from Jason Segel and some “Ted Lasso” principals is at its best when America’s sexiest uncle is dispensing advice.,2023-01-26T19:11:14Z,https://www.nytimes.com/2023/01/26/arts/television/shrinking-review.html,Arts,The New York Times
Value Stocks? Growth Stocks? Markets Last Year Turned Everything Topsy-Turvy.,"With the exception of Apple, eight tech giants are no longer “pure growth” stocks, while Exxon and Chevron are, a new study says. Our columnist says: Buyer, beware.",2023-02-03T14:00:09Z,https://www.nytimes.com/2023/02/03/business/value-growth-stocks.html,Business,The New York Times
"When Tech Stocks Sputter, the Entire Stock Market Sinks","Stocks like Meta, Microsoft, Amazon and Apple have suffered staggering losses this year. But is this a good time to buy? Maybe, if you’re in it for the long term, our columnist says.",2022-11-10T10:00:26Z,https://www.nytimes.com/2022/11/10/business/tech-meta-apple-tesla-stocks.html,Business,The New York Times
100 Notable Books of 2022,"The year’s notable fiction, poetry and nonfiction, selected by the staff of The New York Times Book Review.",2022-11-22T17:48:17Z,https://www.nytimes.com/interactive/2022/11/22/books/notable-books.html,Books,The New York Times
Why USB-C Is the Meryl Streep of Cables,A new European regulation could make USB-C the standard cable we use for pretty much everything.,2022-10-28T09:00:17Z,https://www.nytimes.com/2022/10/28/opinion/usb-c-standard-cable.html,Opinion,The New York Times
Noam Chomsky: The False Promise of ChatGPT,The most prominent strain of A.I. encodes a flawed conception of language and knowledge.,2023-03-08T10:00:25Z,https://www.nytimes.com/2023/03/08/opinion/noam-chomsky-chatgpt-ai.html,Opinion,The New York Times
How to Use Parental Controls on Your Child’s New Phone,"Apple and Google have upgraded their built-in software for managing the mobile experience, but you have many options for digital supervision.",2022-12-14T10:00:56Z,https://www.nytimes.com/2022/12/14/technology/personaltech/parental-controls-smartphone.html,Technology,The New York Times
5 Things to Do This Weekend,"Selections from the Weekend section, including a review of Brandon Cronenberg's ""Infinity Pool.""",2023-01-27T10:00:02Z,https://www.nytimes.com/interactive/2023/01/27/arts/weekend-editors-picks-infinity-pool.html,Arts,The New York Times
