title,snippet,pub_date,web_url,section,source
Why Apple’s Fight in the Netherlands Matters,Apple is making a stink over a Dutch regulator’s effort to change its app store. Here’s why the tech giant cares.,2022-02-22T17:40:16Z,https://www.nytimes.com/2022/02/22/technology/apple-netherlands-app-store.html,Technology,The New York Times
About 20 Apple stores are now closed as the Omicron variant surges.,Some of the closures were precautionary; others were closed because not enough healthy employees were available.,2021-12-27T22:25:41Z,https://www.nytimes.com/2021/12/27/business/apple-stores-closed-covid-omicron.html,Business,The New York Times
Apple Store workers in Atlanta are the first to formally seek a union.,The petition for a union vote continues a trend of organizing at service-sector employers like Starbucks and Amazon.,2022-04-20T21:17:05Z,https://www.nytimes.com/2022/04/20/business/economy/apple-store-union-atlanta.html,Business,The New York Times
Why Online Stars Are Mad at Apple,Creators who want to make a living online say the fees are too high.,2022-01-26T18:34:39Z,https://www.nytimes.com/2022/01/26/technology/apple-fees-online-creators.html,Technology,The New York Times
Apple has a new return to office date: indefinite.,"The news came after three Apple stores were temporarily closed amid a spike of exposures. Workers will get $1,000 each to help furnish a home office.",2021-12-15T22:36:54Z,https://www.nytimes.com/2021/12/15/technology/apple-return-to-work.html,Technology,The New York Times
Apple Becomes First Company to Hit $3 Trillion Market Value,The iPhone maker’s value tripled since 2018 as its sales continued to soar and it spent hundreds of billions of dollars on its own stock.,2022-01-03T18:48:42Z,https://www.nytimes.com/2022/01/03/technology/apple-3-trillion-market-value.html,Technology,The New York Times
Apple’s profit jumps to $34.6 billion in holiday quarter despite supply issues.,"The company’s revenue and profit beat Wall Street expectations, easing concerns that supply chain problems and the coronavirus were a drag on sales.",2022-01-27T21:54:14Z,https://www.nytimes.com/2022/01/27/technology/apple-earnings.html,Technology,The New York Times
Apple’s Zipped Lips on Chips,Government officials say we need more computer chips made in America and soon. Why isn’t Apple stressed?,2022-04-19T18:11:54Z,https://www.nytimes.com/2022/04/19/technology/apple-computer-chips.html,Technology,The New York Times
"Tim Cook has invested in cryptocurrency personally, but Apple has no plans to do so.","“I think it’s reasonable to own it as part of a diversified portfolio,” Apple’s chief executive said at the DealBook Online Summit.",2021-11-09T15:17:42Z,https://www.nytimes.com/2021/11/09/business/dealbook/tim-cook-cryptocurrency-apple.html,Business,The New York Times
E.U. Takes Aim at Big Tech’s Power With Landmark Digital Act,The Digital Markets Act is the most sweeping legislation to regulate tech since a European privacy law was passed in 2018.,2022-03-24T16:28:12Z,https://www.nytimes.com/2022/03/24/technology/eu-regulation-apple-meta-google.html,Technology,The New York Times
"Apple can delay changes to App Store rules, appeals court says.","The ruling was a win for Apple, which can put off tweaking its App Store policies until its legal battle with Epic Games concludes.",2021-12-08T20:06:15Z,https://www.nytimes.com/2021/12/08/technology/apple-app-store-epic.html,Technology,The New York Times
A Book for Your Johnny Appleseed,“Odd Apples” contains colorful portraits of some lesser-known apples like the knobbed russet from England.,2021-10-04T20:02:53Z,https://www.nytimes.com/2021/10/04/dining/odd-apples-william-mullan.html,Food,The New York Times
What Apple’s New Repair Program Means for You (and Your iPhone),"Apple said it would soon provide parts, tools and manuals to those who wanted to fix their own iPhones and Mac computers.",2021-11-17T21:20:46Z,https://www.nytimes.com/2021/11/17/technology/personaltech/apple-iphone-self-repair.html,Technology,The New York Times
A Thanksgiving Tribute to the McIntosh Apple,The McIntosh apple that is known and enjoyed throughout much of the world was found in the Ontario bush.,2021-10-08T20:51:48Z,https://www.nytimes.com/2021/10/08/world/canada/ontario-mcintosh-apple.html,World,The New York Times
Apple unveils new MacBook computers and updated AirPods.,"The tech giant rolled back some of the changes it had made to its laptops, getting rid of the unpopular Touch Bar and re-adding ports for an HDMI cable and an SD memory card.",2021-10-18T18:52:58Z,https://www.nytimes.com/2021/10/18/technology/apple-new-macbook-pro.html,Technology,The New York Times
Are Apple AirTags Being Used to Track People and Steal Cars?,Privacy groups sounded alarms about the coin-sized location-tracking devices when they were introduced. Now people are concerned those fears are being realized.,2021-12-30T20:19:23Z,https://www.nytimes.com/2021/12/30/technology/apple-airtags-tracking-stalking.html,Technology,The New York Times
Grindr is pulled from Apple’s App Store in China.,The dating app removed itself from Apple’s platform in China because of concerns over data regulations.,2022-02-02T10:15:29Z,https://www.nytimes.com/2022/02/02/business/grindr-apple-app-store-china.html,Business,The New York Times
Leader of Apple activism movement says she was fired.,"Janneke Parrish, who was a program manager for Apple Maps in Austin, Texas, was one of the two leaders of a group that called itself AppleToo.",2021-10-15T17:45:50Z,https://www.nytimes.com/2021/10/15/technology/appletoo-apple-janneke-parrish.html,Technology,The New York Times
"A Change by Apple Is Tormenting Internet Companies, Especially Meta",Meta’s stock prices plunged after the company reported that Apple’s privacy features would cost it billions this year. It’s not the only tech giant to take a hit.,2022-02-03T19:18:59Z,https://www.nytimes.com/2022/02/03/technology/apple-privacy-changes-meta.html,Technology,The New York Times
Another Apple Worker Says the Company Retaliated Against Her,"One of the leaders of an activist movement at Apple took her complaint to a federal agency, marking an escalation of a conflict between Apple and some of its workers.",2021-11-02T18:38:47Z,https://www.nytimes.com/2021/11/02/technology/apple-worker-retaliation.html,Technology,The New York Times
Apple’s Most Back-Ordered New Product Is Not What You Expect,It’s a $19 cloth.,2021-10-29T09:00:24Z,https://www.nytimes.com/2021/10/29/technology/apple-polishing-cloth.html,Technology,The New York Times
"Foxconn, which assembles Apple’s iPhones, suspends production at factories in Shenzhen, China, because of a lockdown.",The Taiwanese electronics firm said it “adjusted the production line” to other plants in China to minimize any impact on operations.,2022-03-14T06:34:56Z,https://www.nytimes.com/2022/03/13/business/foxconn-apple-china-covid-lockdown.html,Business,The New York Times
Judge denies Apple’s request to delay App Store changes.,Apple may have to rewrite its policies to allow app developers to point users to alternative payment methods as soon as December.,2021-11-10T01:57:58Z,https://www.nytimes.com/2021/11/09/technology/apple-epic-games-suit.html,Technology,The New York Times
"Apple Sues Israeli Spyware Maker, Seeking to Block Its Access to iPhones","Apple accused NSO Group, the Israeli surveillance company, of “flagrant” violations of its software, as well as federal and state laws.",2021-11-23T18:00:10Z,https://www.nytimes.com/2021/11/23/technology/apple-nso-group-lawsuit.html,Technology,The New York Times
Apple iPhone SE Review: A Phone for the Anti-Consumer,Why spend more if you don’t have to? The new $430 iPhone meets all the criteria of what most of us need in a smartphone.,2022-03-14T13:47:26Z,https://www.nytimes.com/2022/03/14/technology/personaltech/apple-iphone-se-review.html,Technology,The New York Times
"Prices for new iPhones, iPads and Apple Watches are mostly unchanged.","The iPhone 13, new iPad and Apple Watch Series 7 cost the same as recent iterations, while the iPad mini will cost an extra $100.",2021-09-14T18:26:17Z,https://www.nytimes.com/2021/09/14/technology/apple-iphone-ipad-prices.html,Technology,The New York Times
The new Apple Watch once again emphasizes fitness.,"The company left the prices of the devices unchanged from last year’s models, with a starting cost of $400.",2021-09-14T18:00:44Z,https://www.nytimes.com/2021/09/14/technology/new-apple-watch.html,Technology,The New York Times
"Apple’s new iPhone 13 is better, but not by much.","Apple said its new iPhone 13 models have better screens, cameras and battery life, but it didn’t announce any major new advances.",2021-09-14T18:37:41Z,https://www.nytimes.com/2021/09/14/technology/how-good-is-apple-iphone-13.html,Technology,The New York Times
What to Do With All Those Apples,"Did you bring home a ton from the orchard, too? Here’s how to use them.",2021-10-22T17:10:03Z,https://www.nytimes.com/2021/10/22/dining/apple-recipes-weeknight.html,Food,The New York Times
The Chip That Could Transform Computing,Apple’s custom processors suggest that computers are nowhere near hitting their performance limits.,2021-11-10T10:00:11Z,https://www.nytimes.com/2021/11/10/opinion/apple-microprocessor.html,Opinion,The New York Times
How to Make Apple Crisp,"You don't need a mixer to yield beautiful baked goods, like this crisp.",2021-10-01T18:01:52Z,https://www.nytimes.com/interactive/2021/10/01/dining/apple-crisp-recipe.html,Food,The New York Times
The iPad lineup gets a revamp.,The iPad was the first gadget to be showcased at Apple’s annual product lineup.,2021-09-14T17:31:34Z,https://www.nytimes.com/2021/09/14/technology/apple-new-ipad.html,Technology,The New York Times
Apple Appeals App Store Ruling in Fight With Epic Games,At the heart of the legal battle is the power Apple wields over its lucrative App Store.,2021-10-08T23:00:07Z,https://www.nytimes.com/2021/10/08/technology/apple-epic-games-lawsuit.html,Technology,The New York Times
"Apple holds event to introduce new iPhones, iPads and other gadgets.",This year’s upgrades are expected to be modest compared with last year’s introduction of the iPhone 12.,2021-09-14T08:59:50Z,https://www.nytimes.com/2021/09/14/technology/apple-new-iphone-event.html,Technology,The New York Times
"How Apple, Not Government, Became Tech’s Biggest Regulator",Kara Swisher asks the Silicon Valley congressman Ro Khanna why Congress is so behind.,2022-03-21T09:00:06Z,https://www.nytimes.com/2022/03/21/opinion/sway-kara-swisher-ro-khanna.html,Opinion,The New York Times
Apple plans another tweak to its strict app store rules.,"The change, which affects apps like Spotify and Netflix, will allow developers to steer users to their websites rather than the App Store.",2021-09-02T02:24:22Z,https://www.nytimes.com/2021/09/01/technology/apple-app-store-spotify.html,Technology,The New York Times
Cybersecurity Experts Sound Alarm on Apple and E.U. Phone Scanning Plans,A group of researchers said the “dangerous technology” was invasive and not effective at detecting images of child sexual abuse.,2021-10-15T00:00:07Z,https://www.nytimes.com/2021/10/14/business/apple-child-sex-abuse-cybersecurity.html,Business,The New York Times
"The Absolute Best Pumpkin, Apple and Pecan Pies for Thanksgiving","Melissa Clark has spent months perfecting techniques, so you don’t have to.",2021-11-12T18:17:09Z,https://www.nytimes.com/2021/11/12/dining/best-pumpkin-apple-pecan-pie-recipes-thanksgiving.html,Food,The New York Times
"Billy Apple, Artist Who Was His Own Life’s Work, Dies at 85","Born Barrie Bates in New Zealand, he became Billy Apple in London, embarking on a long career that marched through art explorations, from Pop to conceptual to self-branding.",2021-10-07T19:09:56Z,https://www.nytimes.com/2021/10/07/arts/billy-apple-dead.html,Arts,The New York Times
Apple delays the rollout of child-safety features over privacy concerns.,Apple had not expected the kind of backlash the new features faced.,2021-09-03T14:01:46Z,https://www.nytimes.com/2021/09/03/business/apple-child-safety.html,Business,The New York Times
Today in On Tech: Apple and the streaming mirage.,,2022-03-29T18:41:22Z,https://www.nytimes.com/live/2022/03/29/business/economy-news-inflation-ukraine/today-in-on-tech-apple-and-the-streaming-mirage,Business,The New York Times
South Korea forces Google and Apple to allow third-party in-app payments.,"The law, the first of its kind in the world, deals a blow to the market dominance of the tech giants, which opposed the bill.",2021-08-31T13:50:17Z,https://www.nytimes.com/2021/08/31/business/south-korea-google-apple.html,Business,The New York Times
"A new report on inflation, and Apple unveils new products: the week ahead in business.",,2022-03-05T01:36:39Z,https://www.nytimes.com/live/2022/03/04/business/stocks-economy-inflation-ukraine/business-week-ahead,Business,The New York Times
"In a setback for Apple, the European Union seeks a common charger for all phones.","The push to make USB-C connectors standard on all mobile devices would primarily affect Apple, which uses proprietary technology for charging.",2021-09-23T11:30:07Z,https://www.nytimes.com/2021/09/23/business/european-union-apple-charging-port.html,Business,The New York Times
Apple delays its return to office until January.,The company’s decision is the latest signal that many employees in the U.S. will continue to work remotely into 2022.,2021-08-20T16:14:58Z,https://www.nytimes.com/2021/08/20/business/apple-return-to-office.html,Business,The New York Times
The latest: Apple suspends advertising within its App Store in Russia.,,2022-03-07T22:58:06Z,https://www.nytimes.com/live/2022/03/07/business/stocks-inflation-business-news/the-latest-apple-suspends-advertising-within-its-app-store-in-russia,Business,The New York Times
Why Apple Won Its Legal Settlement With Developers,"Apple said it had made major concessions, but a closer examination suggests that the tech giant and the app makers’ lawyers were big winners.",2021-08-27T21:18:35Z,https://www.nytimes.com/2021/08/27/technology/apple-app-settlement-explained.html,Technology,The New York Times
The Labor Department is investigating Apple’s treatment of employees.,"A former employee said she had accused Apple of suspending her and then firing her in September in retaliation for reporting workplace health concerns at a Sunnyvale, Calif., office.",2021-12-13T22:55:06Z,https://www.nytimes.com/2021/12/13/technology/apple-labor-investigation-employees.html,Technology,The New York Times
Tim Cook Faces Surprising Employee Unrest at Apple,"Hundreds of current and former Apple workers are complaining about their work environment, a rarity for the once tight-lipped company.",2021-09-17T22:10:29Z,https://www.nytimes.com/2021/09/17/technology/apple-employee-unrest.html,Technology,The New York Times
Apple Avoids Another Legal Fight With App Developers,"It also will create a $100 million fund to pay them. A judge’s decision in a higher-profile fight with Epic Games, a leading video game maker, is still pending.",2021-08-27T02:00:00Z,https://www.nytimes.com/2021/08/26/technology/apple-settles-app-store-lawsuit.html,Technology,The New York Times
‘Being on the sidelines is never a good place’: Apple’s Tim Cook on engaging with China.,,2021-11-09T15:29:16Z,https://www.nytimes.com/live/2021/11/09/business/dealbook-summit/tim-cook-china,Business,The New York Times
Apple Gives Ground in a Strategic Retreat From Strict App Store Rules,"The company, under pressure from app developers and regulators, is making concessions while protecting lucrative parts of its App Store.",2021-09-02T23:19:07Z,https://www.nytimes.com/2021/09/02/technology/apple-app-store.html,Technology,The New York Times
M.L.B. Nears Deal With Another Streaming Service to Carry Some Games Exclusively,"Peacock would join Apple TV+, which has already reached an agreement that will make it harder for cable subscribers to find major-league games.",2022-03-12T01:34:51Z,https://www.nytimes.com/2022/03/11/sports/mlb-peacock-streaming-games.html,Sports,The New York Times
Apple Wants to Protect Children. But It’s Creating Serious Privacy Risks.,The company’s plan to scan photos stored on your phone should worry you.,2021-08-11T23:00:06Z,https://www.nytimes.com/2021/08/11/opinion/apple-iphones-privacy.html,Opinion,The New York Times
A Nick to Apple’s Profits Could Be a Windfall for App Developers,"After a judge opened up a way to avoid Apple’s commission on their sales, companies big and small are seeing dollar signs.",2021-09-11T14:06:37Z,https://www.nytimes.com/2021/09/11/technology/apple-ruling-app-developers.html,Technology,The New York Times
"Samsung and Apple, which provide half of Russia’s smartphones, halt sales there.",,2022-03-05T05:20:51Z,https://www.nytimes.com/live/2022/03/05/world/russia-ukraine/both-samsung-and-apple-which-provide-half-of-russias-smartphones-have-now-halted-sales-there,Business,The New York Times
Apple Issues Emergency Security Updates to Close a Spyware Flaw,"Researchers at Citizen Lab found that NSO Group, an Israeli spyware company, had infected Apple products without so much as a click.",2021-09-13T19:14:46Z,https://www.nytimes.com/2021/09/13/technology/apple-software-update-spyware-nso-group.html,Technology,The New York Times
Today in On Tech: Why online stars are mad at Apple.,,2022-01-26T18:57:29Z,https://www.nytimes.com/live/2022/01/26/business/fed-rate-decision-stocks-inflation/today-in-on-tech-why-online-stars-are-mad-at-apple,Business,The New York Times
Today in On Tech: Apple’s zipped lips on chips.,,2022-04-19T18:27:50Z,https://www.nytimes.com/live/2022/04/19/business/economy-netflix-stocks/today-in-on-tech-apples-zipped-lips-on-chips,Business,The New York Times
"Streaming Took Over Hollywood. Will It Take Best Picture, Too?","A few years ago, the entertainment industry was arguing over whether movies on streaming services even counted as a film. Now, one is poised to win the Oscars’ top prize.",2022-03-26T09:00:12Z,https://www.nytimes.com/2022/03/26/business/media/academy-awards-streaming-services.html,Business,The New York Times
Apple will require masks for customers and employees in many U.S. stores.,"Apple had lifted mask requirements in its American stores earlier this year, but the Delta variant prompted it to reverse course.",2021-07-28T20:43:55Z,https://www.nytimes.com/2021/07/28/business/apple-will-require-masks-for-customers-and-employees-in-many-us-stores.html,Business,The New York Times
Snapchat’s shares plunge after it says Apple’s privacy changes hurt its ad business.,"Snap, the parent company of Snapchat, said that it had expected some disruption but that challenges for advertisers had been more severe than expected.",2021-10-21T22:07:40Z,https://www.nytimes.com/2021/10/21/business/snapchat-earnings-q3-2021.html,Business,The New York Times
Apple’s profits nearly doubled in the latest quarter.,"The pandemic has been a windfall for Apple and its peers, as people buy even more gadgets to work, study and socialize.",2021-07-27T20:57:13Z,https://www.nytimes.com/2021/07/27/technology/apple-q3-earnings.html,Technology,The New York Times
Catch up: Apple reports a record profit despite supply chain problems.,,2022-01-28T12:56:44Z,https://www.nytimes.com/live/2022/01/28/business/inflation-stocks-economy-news/catch-up-apple-reports-a-record-profit-despite-supply-chain-problems,Business,The New York Times
Apple’s iPhones Will Include New Tools to Flag Child Sexual Abuse,"The changes, for later this year, raised concerns that the company is installing surveillance technology that governments could exploit.",2021-08-05T19:04:21Z,https://www.nytimes.com/2021/08/05/technology/apple-iphones-privacy.html,Technology,The New York Times
Apple’s Illusion of Privacy Is Getting Harder to Sell,Our data is as secure as their policies.,2021-08-19T09:00:15Z,https://www.nytimes.com/2021/08/19/opinion/apple-iphone-privacy.html,Opinion,The New York Times
Today in On Tech: Why Apple’s fight in the Netherlands matters.,,2022-02-22T18:49:04Z,https://www.nytimes.com/live/2022/02/22/business/stock-market-economy-news/today-in-on-tech-why-apples-fight-in-the-netherlands-matters,Business,The New York Times
Apple reports rising revenue as it grapples with supply chain issues.,"As usual, iPhone sales led the way, generating nearly $40 billion in revenue.",2021-10-28T20:55:43Z,https://www.nytimes.com/live/2021/10/28/business/news-business-stock-market/apple-earnings-iphone,Business,The New York Times
The Cocktail Bar Dead Rabbit Will Expand to New Orleans and Beyond,"New locations of the Lower Manhattan bar are in the works, and a sister bar, Hazel and Apple, will open in Charleston, S.C., this year.",2022-04-04T19:52:27Z,https://www.nytimes.com/2022/04/04/dining/dead-rabbit-austin-new-orleans-hazel-and-apple.html,Food,The New York Times
Why Apple Is About To Search Your Files,"Apple has taken action against child sexual abuse material on its platforms. Its solutions, however, have not been met with universal support.",2021-08-20T10:00:09Z,https://www.nytimes.com/2021/08/20/podcasts/the-daily/apple-iphones-privacy.html,Podcasts,The New York Times
"The Best Movies and TV Shows Coming to HBO, Hulu, Apple TV+ and More in February","Every month, streaming services add movies and TV shows to its library. Here are our picks for some of February’s most promising new titles.",2022-02-01T21:45:53Z,https://www.nytimes.com/2022/02/01/arts/television/hbo-hulu-apple-tv-streaming.html,Arts,The New York Times
Are Apple’s Tools Against Child Abuse Bad for Your Privacy?,"The backlash to Apple’s efforts to fight child sexual abuse show that in the debate between privacy and security, there are few easy answers.",2021-08-18T09:00:22Z,https://www.nytimes.com/2021/08/18/technology/apple-child-abuse-tech-privacy.html,Technology,The New York Times
Why Apple Didn’t Lose in the Epic Games Ruling,A judge’s split decision in the lawsuit mostly went in favor of Big Tech.,2021-09-13T11:45:27Z,https://www.nytimes.com/2021/09/13/business/dealbook/apple-epic-fortnite-lawsuit.html,Business,The New York Times
The Battle for Digital Privacy Is Reshaping the Internet,"As Apple and Google enact privacy changes, businesses are grappling with the fallout, Madison Avenue is fighting back and Facebook has cried foul.",2021-09-16T09:00:23Z,https://www.nytimes.com/2021/09/16/technology/digital-privacy.html,Technology,The New York Times
Apple iPhone 13 Review: The Most Incremental Upgrade Ever,"The new iPhone is 10 percent faster than the last one, and the photos are slightly better. In a word: Huh.",2021-09-21T13:00:15Z,https://www.nytimes.com/2021/09/21/technology/personaltech/apple-iphone13-review.html,Technology,The New York Times
Arizona Offers Driver’s Licenses on iPhones. Other States Want to Be Next.,"Digital copies of licenses and state-issued IDs, which can also be stored on Apple Watches, will only work at security checkpoints at a Phoenix airport for now, officials said.",2022-03-26T13:12:42Z,https://www.nytimes.com/2022/03/26/us/arizona-digital-drivers-license.html,U.S.,The New York Times
America Loves Choices. Not in Phones.,Why Apple and Samsung are the Coke and Pepsi of smartphones in the U.S.,2021-11-04T16:29:48Z,https://www.nytimes.com/2021/11/04/technology/apple-samsung-smartphones.html,Technology,The New York Times
The latest: Apple delays its return-to-office plans to Feb. 1.,,2021-11-18T17:53:08Z,https://www.nytimes.com/live/2021/11/18/business/news-business-stock-market/the-latest-apple-delays-its-return-to-office-plans-to-feb-1,Business,The New York Times
"Aiming to gain ground in electric cars, Ford hires a former Apple and Tesla executive.",,2021-09-07T20:39:07Z,https://www.nytimes.com/live/2021/09/07/business/economy-stock-market-news/doug-field-apple-tesla-ford,Business,The New York Times
Face Computers Are Coming. Now What?,"Instead of letting Facebook or Apple decide the norms of this new technology, we need to do it.",2021-12-08T17:33:00Z,https://www.nytimes.com/2021/12/08/technology/apple-face-computers.html,Technology,The New York Times
What is Apple Thinking?,The company’s recent concessions over its App Store could be part of a deliberate strategy to protect more important revenue streams.,2021-09-03T11:58:06Z,https://www.nytimes.com/2021/09/03/business/dealbook/apple-app-store-antitrust.html,Business,The New York Times
"Case Against Cuomo ‘Very Solid,’ Sheriff Says of Move to File Complaint","The district attorney has not committed to prosecuting the former governor, and experts called the sheriff’s decision to proceed independently unusual.",2021-10-29T21:19:26Z,https://www.nytimes.com/2021/10/29/nyregion/cuomo-charged-brittany-commisso.html,New York,The New York Times
Can Apple’s AirTags Find Lost Pets?,We look at the pros and cons of using Apple’s AirTag tracking device to find our missing dogs and cats.,2021-07-20T16:06:15Z,https://www.nytimes.com/2021/07/20/technology/apple-airtag-pets.html,Technology,The New York Times
Apple delays its return to office as the Delta variant surges.,"Employees are now expected to come back to the workplace as early as October, a month later than planned.",2021-07-20T15:42:40Z,https://www.nytimes.com/2021/07/20/technology/apple-return-to-office-delay.html,Technology,The New York Times
Install the latest Apple security update right away. Here’s how.,,2021-09-14T08:59:44Z,https://www.nytimes.com/live/2021/09/14/business/inflation-apple-economy-news/install-the-latest-apple-security-update-right-away-heres-how,Business,The New York Times
"Google, facing antitrust scrutiny, says it will let apps like Spotify offer alternate billing systems.",The test program is likely to whittle away at the lucrative commissions that Google has charged app developers for money made on its platform.,2022-03-23T22:11:21Z,https://www.nytimes.com/2022/03/23/technology/google-play-store-billing.html,Technology,The New York Times
Apple Has New Tools to Protect Children. But at What Cost?,Ashton Kutcher and Julie Cordua discuss Apple’s new tools to fight the sexual exploitation of young people online and what the trade-off might be for privacy.,2021-09-02T09:00:11Z,https://www.nytimes.com/2021/09/02/opinion/sway-kara-swisher-julie-cordua-ashton-kutcher.html,Opinion,The New York Times
Why Apple is suddenly giving up ground to app developers.,,2021-09-03T12:40:42Z,https://www.nytimes.com/2021/09/03/business/why-apple-is-suddenly-giving-up-ground-to-app-developers.html,Business,The New York Times
Israeli Company’s Spyware Is Used to Target U.S. Embassy Employees in Africa,"The hack is the first known case of the spyware, known as Pegasus, being used against American officials.",2021-12-04T00:38:40Z,https://www.nytimes.com/2021/12/03/us/politics/phone-hack-nso-group-israel-uganda.html,U.S.,The New York Times
It’s Apple Season. This Galette Cuts the Chill With a Kick.,"Dorie Greenspan makes a savory tart with apple, sweet potato, cheese and a touch of chile pepper.",2021-11-03T09:00:14Z,https://www.nytimes.com/2021/11/03/magazine/apple-sweet-potato-recipe.html,Magazine,The New York Times
"Shaming Apple and Texting Musk, a Ukraine Minister Uses Novel War Tactics","Mykhailo Fedorov, Ukraine’s youngest minister, has turned technology, cryptocurrency and social media into modern weapons of war.",2022-03-12T08:00:09Z,https://www.nytimes.com/2022/03/12/technology/ukraine-minister-war-digital.html,Technology,The New York Times
The Sheriff Who Wants to Put Andrew Cuomo Behind Bars,"Craig D. Apple Sr. is known among some fellow Democrats as the “Teflon sheriff” for his ability to persevere, even thrive, through trouble that might tarnish less adept politicians.",2021-12-07T10:00:23Z,https://www.nytimes.com/2021/12/07/nyregion/sheriff-apple-cuomo-albany.html,New York,The New York Times
"Google Plans Privacy Changes, but Promises to Not Be Disruptive",It says it will give other companies plenty of time to adapt to changes to its Android software. Similar changes made by Apple affected big internet companies.,2022-02-16T13:00:08Z,https://www.nytimes.com/2022/02/16/technology/google-android-privacy.html,Technology,The New York Times
Redefining What a Smartwatch Can Do,Want to change your car’s interior lighting? Alter your boat’s course? Tap your wrist.,2021-10-22T09:00:28Z,https://www.nytimes.com/2021/10/22/fashion/smartwatches-garmin-apple-suunto.html,Fashion,International New York Times
Catch up: Apple accuses a woman of stalking Tim Cook.,,2022-01-26T10:01:21Z,https://www.nytimes.com/live/2022/01/26/business/fed-rate-decision-stocks-inflation/catch-up-microsoft-reports-record-profits,Business,The New York Times
"‘Ted Lasso’ wins best comedy, continuing its awards dominance.",,2022-03-14T00:55:30Z,https://www.nytimes.com/live/2022/03/13/movies/critics-choice-awards/ted-lasso-apple-tv,Arts,The New York Times
The Rise of Big Tech May Just Be Starting,"Amazon, Apple, Google and Microsoft are expanding their reach over the rest of the economy.",2022-02-16T20:00:10Z,https://www.nytimes.com/2022/02/16/opinion/big-tech-stock-market.html,Opinion,The New York Times
"Cuomo Sex-Crime Charge May Be ‘Defective,’ D.A. Says",The Albany County district attorney said that the local sheriff “unilaterally and inexplicably” filed a criminal complaint without his involvement.,2021-11-05T19:55:53Z,https://www.nytimes.com/2021/11/05/nyregion/andrew-cuomo-da-charges.html,New York,The New York Times
Apple’s Shrewd App Store Settlement,The agreement to allow developers to promote payment options outside the App Store may give Apple the upper hand in bigger fights to come.,2021-08-27T12:35:54Z,https://www.nytimes.com/2021/08/27/business/dealbook/apple-app-store-lawsuits.html,Business,The New York Times
The Holidays Are for Martinelli’s,The sparkling cider has long had a place on the kid’s table. It’s really a family affair.,2021-12-11T10:00:12Z,https://www.nytimes.com/2021/12/11/style/martinellis-sparkling-cider.html,Style,The New York Times
"The latest: Fortnite is ‘blacklisted’ from Apple’s App Store, its developer says.",,2021-09-22T08:58:12Z,https://www.nytimes.com/live/2021/09/22/business/economy-stock-market-news/the-latest-fortnite-is-blacklisted-from-apples-app-store-its-developer-says,Business,The New York Times
"I Used Apple AirTags, Tiles and a GPS Tracker to Watch My Husband’s Every Move",A vast location-tracking network is being built around us so we don’t lose our keys: One couple’s adventures in the consumer tech surveillance state.,2022-02-11T10:00:26Z,https://www.nytimes.com/2022/02/11/technology/airtags-gps-surveillance.html,Technology,The New York Times
