Date,Close,High,Low,Open,Volume,avg_sentiment_score,news_count
2021-09-23,143.90589904785156,144.15092032629136,142.7395953696922,143.72947595082067,64838200,0.9863979617754618,3.0
2021-09-24,143.99412536621094,144.53317525304487,142.66120880736443,142.75922331584852,53477900,0.99810528755188,1.0
2021-09-27,142.47500610351562,143.05326784019874,140.95588573699447,142.57302062293067,74150700,0.9986328482627868,1.0
2021-09-28,139.08387756347656,141.8673156069312,138.86825764906274,140.39718798406145,108972300,0.9846973419189452,1.0
2021-09-29,139.98556518554688,141.57329835904048,139.20149406663066,139.63273392978022,74602000,0.9960958957672118,2.0
2021-09-30,138.68203735351562,141.50468713963937,138.46641744180278,140.79902469310844,89056700,0.9970826307932535,6.0
2021-10-01,139.8091278076172,140.07375496115557,136.33963327586,139.07406401271928,94639600,0.9954569935798646,2.0
2021-10-04,136.3690643310547,139.37793329849515,135.516394928842,138.93688296157117,98322000,0.9982908368110656,1.0
2021-10-05,138.29981994628906,139.40732098204438,136.5846708862709,136.71208674487298,80861100,0.9993189573287964,1.0
2021-10-06,139.17208862304688,139.3190954107542,135.61437481140692,136.69247443763487,83221100,0.995743691921234,1.0
2021-10-07,140.43637084960938,141.34785766175256,139.87773018499456,140.21095549054797,61732700,0.9976271986961365,2.0
2021-10-08,140.0541534423828,141.3086611617573,139.7209281008109,141.16165438015548,58773200,0.9946895241737366,4.0
2021-10-11,139.9659881591797,141.92615888324616,138.98590279714645,139.4367486438447,64452200,0.0,0.0
2021-10-12,138.69186401367188,140.39721780215848,138.231222730947,140.377611908981,73035900,0.9981751441955566,3.0
2021-10-13,138.10382080078125,138.58405301825053,136.42786838688212,138.4272507387237,78762700,0.9973441958427429,2.0
2021-10-14,140.89700317382812,141.01462353394894,138.6918120966537,139.27986903253054,69907100,0.9991689622402191,2.0
2021-10-15,141.95553588867188,142.014338607517,140.65202078625612,140.90685250780268,67940300,0.9985861033201218,4.0
2021-10-18,143.6315155029297,143.91573368311097,140.30902666123893,140.59324484142022,85589200,0.9977866411209106,1.0
2021-10-19,145.79745483398438,146.1992933162076,143.63147512671546,144.08230590025846,76378900,0.998246431350708,1.0
2021-10-20,146.28750610351562,146.76775321734434,145.1702096154499,145.73866080480445,58418800,0.9983640710512797,3.0
2021-10-21,146.50314331054688,146.65996054435885,144.92520541323566,145.84648796823797,61421000,0.9963980436325073,5.0
2021-10-22,145.72886657714844,147.18918391188018,145.6798593275794,146.7089517488773,58883400,0.9972827434539795,3.0
2021-10-25,145.6798553466797,146.3953133151153,144.68016431145858,145.71905217231603,50720600,0.9973716735839844,6.0
2021-10-26,146.34634399414062,147.8360628807674,146.04250498938632,146.3561394633592,60893400,0.9964843392372131,2.0
2021-10-27,145.88571166992188,146.7481766165039,145.53288034248328,146.38554981924494,56094900,0.998734325170517,2.0
2021-10-28,149.53158569335938,150.11962775999444,146.73833727338112,146.8363517619426,100077900,0.9870228588581085,10.0
2021-10-29,146.8167724609375,146.953983796825,143.49428408381266,144.2881507382271,124953200,0.9878181219100952,6.0
2021-11-01,145.99351501464844,146.71876857616604,144.85661246075344,146.02291637768752,74588300,0.9964075684547424,1.0
2021-11-02,147.0323944091797,148.5515295481681,145.68966743805245,145.69947786176533,69122000,0.9966033498446146,3.0
2021-11-03,148.4730987548828,148.94353542048876,146.83635841514152,147.3949991515026,54511500,0.9962363839149475,2.0
2021-11-04,147.95364379882812,149.39435504502293,147.64000940856064,148.5612917363328,60394600,0.9973701337973276,6.0
2021-11-05,148.48367309570312,149.38666561598745,147.28622291132336,149.08239818789303,65463900,0.9981016516685486,5.0
2021-11-08,147.6592254638672,148.76834300613436,147.38440226384824,148.6112968984832,55020900,0.9983887672424316,1.0
2021-11-09,148.02235412597656,148.6308889597302,147.2862174812468,147.42362905586018,56787900,0.9694153368473053,4.0
2021-11-10,145.185791015625,147.35494715999016,145.11709270904024,147.24697984100837,65187100,0.9957021355628968,5.0
2021-11-11,145.13668823242188,146.6678499743664,144.95019789623214,146.20655148055175,41000000,0.9975523352622986,3.0
2021-11-12,147.217529296875,147.61993930798695,144.75391557147125,145.68635239017755,63804000,0.9972146391868592,5.0
2021-11-15,147.22732543945312,149.0725793775171,146.66785441394896,147.59048138298093,59222800,0.0,0.0
2021-11-16,148.2088623046875,148.6898103620709,146.5795427405627,147.16845811789992,59256200,0.99562269449234,1.0
2021-11-17,150.65284729003906,152.13493057693609,148.19905808718525,148.20886785237,88807000,0.9922603170077006,3.0
2021-11-18,154.95187377929688,155.7370893093728,150.22097604546676,150.86877998103495,137827700,0.996794268488884,4.0
2021-11-19,157.5823211669922,158.04363466373405,153.63662454715842,154.7359171470172,117305600,0.9660868763923645,5.0
2021-11-22,158.04364013671875,162.63712578240353,158.0240056319732,158.69142902593197,117467900,0.0,0.0
2021-11-23,158.4264373779297,158.8092278647629,156.11986971576832,158.14178946554065,96041900,0.9856711626052856,6.0
2021-11-24,158.94664001464844,159.1429401409732,156.68915112006468,157.77863404441763,69463600,0.9987878203392029,2.0
2021-11-26,153.9114532470703,157.48416930217962,153.4697742384674,156.62044578974744,76959800,0.9982313712437948,3.0
2021-11-29,157.27809143066406,158.2105284112086,155.8548815913286,156.4241625317144,88748200,0.9982675909996033,3.0
2021-11-30,162.24452209472656,162.46045671211468,156.96396368598957,157.03267696276697,174048100,0.9953674077987672,1.0
2021-12-01,161.72433471679688,167.15211495820313,161.4887655737255,164.38423368988907,152052500,0.9955404202143351,3.0
2021-12-02,160.73301696777344,161.1648863024873,154.88319137049135,155.80581858979062,136739200,0.9958199262619019,2.0
2021-12-03,158.8485107421875,161.9108501696385,156.76770207457696,160.98822293724749,118023100,0.9986530542373656,1.0
2021-12-06,162.26414489746094,164.77682210760736,161.243360420378,161.25317018346507,107497000,0.7449604868888855,1.0
2021-12-07,168.01580810546875,168.40842327282738,165.2283078125401,165.95463463960064,120405400,0.9965852697690328,3.0
2021-12-08,171.84378051757812,172.7075191762192,167.54473670974076,168.94831203003247,116998900,0.9975871642430624,6.0
2021-12-09,171.33335876464844,173.4828803001478,170.70518938695935,171.67689521138408,108923700,0.9935605327288309,3.0
2021-12-10,176.13294982910156,176.30963040334342,171.4609415375598,171.97133378046797,115402700,0.9977736175060272,2.0
2021-12-13,172.4915313720703,178.76341452749634,172.285406536853,177.77207433330148,153237000,0.997856229543686,2.0
2021-12-14,171.10760498046875,174.4545765485848,169.02679683922992,172.01059747528444,139380400,0.9988742470741272,1.0
2021-12-15,175.98573303222656,176.18203313786822,169.12493426102594,171.87318067022332,131063300,0.9914326667785645,4.0
2021-12-16,169.0758819580078,177.7917457988914,167.59379870515536,175.96612607483445,150185800,0.9983072777589163,6.0
2021-12-17,167.97659301757812,170.26352635111277,166.55339827572786,166.78895245401213,195432700,0.9983426630496979,2.0
2021-12-20,166.61227416992188,167.42693392036205,164.3646100212536,165.1694450305174,107499100,0.9922408759593964,2.0
2021-12-21,169.7924041748047,169.99851408220792,165.9939282799388,168.38882895375335,91185900,0.0,0.0
2021-12-22,172.39340209960938,172.6093367331489,168.9679072100419,169.84145550872807,92135300,0.996022403240204,1.0
2021-12-23,173.0215606689453,173.5810317235857,172.03023535098566,172.59951616954052,68356600,0.9963014125823976,1.0
2021-12-27,176.9967041015625,177.08503690822866,173.7969687428298,173.8165882709296,74919600,0.9984784722328186,1.0
2021-12-28,175.97592163085938,177.97822179969552,175.2299751821839,176.8298503690715,79144300,0.0,0.0
2021-12-29,176.06427001953125,177.29116449792193,174.84718530534158,176.0151912450478,62348900,0.9983702301979064,1.0
2021-12-30,174.9060516357422,177.2322534555896,174.79808433628313,176.15258046099905,59773000,0.9980246126651764,2.0
2021-12-31,174.28773498535156,175.91703952431234,173.9834525641687,174.79811232201894,64062300,0.0,0.0
2022-01-03,178.6456298828125,179.49955854778523,174.42512523500616,174.54290230186947,104487900,0.9981327801942825,4.0
2022-01-04,176.37831115722656,179.55842638666093,175.80903043843506,179.25415901450634,99310400,0.9948930243651072,6.0
2022-01-05,171.68670654296875,176.83966343060845,171.41188337376713,176.29001709220518,94537600,0.9976439972718557,6.0
2022-01-06,168.8206787109375,172.05968310015797,168.46733250526367,169.50773661732023,96904000,0.9981079200903574,6.0
2022-01-07,168.987548828125,170.92113587009246,167.86862157848182,169.69424129913546,86709100,0.9983526319265366,4.0
2022-01-10,169.0071563720703,169.31142378084766,165.06145986786478,165.95464256744464,106765600,0.9926344752311708,1.0
2022-01-11,171.84378051757812,171.9419231072243,167.66252878475484,169.1348024201247,76138300,0.9975247979164124,2.0
2022-01-12,172.28543090820312,173.90492564658769,171.58856322387598,172.86452151388104,74805200,0.9985468983650208,1.0
2022-01-13,169.0071563720703,173.3552628490283,168.614541185956,172.5307934232952,84505800,0.9546114951372147,4.0
2022-01-14,169.87094116210938,170.56780897043643,167.92752915815203,168.17290810016,80440800,0.9970970034599305,5.0
2022-01-18,166.66134643554688,169.35068950665382,166.27855596311068,168.33972966979056,90956700,0.9930849969387054,4.0
2022-01-19,163.15733337402344,167.91769000661554,162.87270044087128,166.85765136543813,94815000,0.9975804090499878,1.0
2022-01-20,161.4691162109375,166.54354975921092,161.14521428529383,163.8934607946357,91420500,0.9958710670471191,3.0
2022-01-21,159.40794372558594,163.25548287606637,159.2999764162496,161.38078458519854,122848900,0.9975394457578659,4.0
2022-01-24,158.6325225830078,159.29996087836932,151.84043745137762,157.06210684561927,162294600,0.0,0.0
2022-01-25,156.8265380859375,159.7514499461909,154.11756082376365,156.04132272716996,115798400,0.9932018220424652,4.0
2022-01-26,156.7382354736328,161.3513560017588,154.90280601323298,160.47780767829823,108275300,0.9963742256164551,5.0
2022-01-27,156.27691650390625,160.81151382611307,155.35428943492713,159.44720772831658,121954600,0.9970659762620926,4.0
2022-01-28,167.18154907226562,167.2011835771804,159.79073801782928,162.64695192499494,179935700,0.9975420087575912,4.0
2022-01-31,171.54928588867188,171.76522050687674,166.37669476906368,167.0146888598467,115541600,0.9933946877717972,4.0
2022-02-01,171.3824005126953,171.60814485583444,169.12491215109566,170.79348529602197,86213900,0.9985618392626444,3.0
2022-02-02,172.58970642089844,172.62897543344508,170.1261075578704,171.51985796847407,84914300,0.9986912846565247,5.0
2022-02-03,169.70404052734375,172.98231399971922,168.93845956073986,171.25483696595504,89418100,0.9977802157402038,5.0
2022-02-04,169.41905212402344,171.09958880025067,167.7385154477962,168.72128157532018,82465400,0.9954877495765686,4.0
2022-02-07,168.70166015625,170.95218829836574,168.00388951197547,169.8809766716415,77251200,0.9888495802879332,1.0
2022-02-08,171.8169708251953,172.32801331203768,168.47555763684832,168.77039041755808,74829200,0.9936288595199585,4.0
2022-02-09,173.24200439453125,173.60562304759242,171.88578239754793,173.01597239364082,71285000,0.9131250580151876,3.0
2022-02-10,169.15370178222656,172.4557965844286,168.59353288500876,171.13889356700463,90865900,0.9942929659570966,7.0
2022-02-11,165.73365783691406,170.0971412814251,165.1439922378864,169.3600667805501,98670700,0.9912420511245728,2.0
2022-02-14,165.9695587158203,166.6574920486195,163.68953396046075,164.48557217382995,86185500,0.9974393844604492,1.0
2022-02-15,169.8121795654297,169.96942576982215,167.3159598029489,168.02355272689155,62527400,0.9987963438034058,1.0
2022-02-16,169.5762939453125,170.35267256794222,167.11937868964532,168.8883606728898,61177400,0.9953130682309469,3.0
2022-02-17,165.9695587158203,168.94733906736835,165.5666209795301,168.08250002280826,69589300,0.9944464713335037,4.0
2022-02-18,164.41677856445312,167.60093126737578,163.32590754694263,166.89335344125396,82772700,0.9960838675498962,5.0
2022-02-22,161.48812866210938,163.81727946148703,159.35551308277192,162.1367428748668,91162800,0.9952767491340637,2.0
2022-02-23,157.31137084960938,163.28657531432245,156.9968785115613,162.68708741626082,90009200,0.0,0.0
2022-02-24,159.9353485107422,160.04345337346268,149.3804359903009,149.9504420850254,141147500,0.9987179835637409,3.0
2022-02-25,162.00900268554688,162.27433874391238,158.097582687372,161.0163992959612,91974200,0.996579110622406,1.0
2022-02-28,162.27430725097656,162.56914003220714,159.63066447244552,160.2498118134479,95056600,0.9917526245117188,2.0
2022-03-01,160.38742065429688,163.72883431123614,159.17862257926774,161.86156976875884,83474400,0.9967881143093109,4.0
2022-03-02,163.6895294189453,164.4757453471119,160.14174297698963,161.5569286485252,79724800,0.9901066422462463,6.0
2022-03-03,163.36520385742188,165.9990247912093,162.69693011047048,165.56660530985462,76678400,0.9933941006660462,5.0
2022-03-04,160.35794067382812,162.69692876038988,159.30638875818744,161.65519910712737,83737200,0.9976467937231064,4.0
2022-03-07,156.5546417236328,162.17606497919274,156.29911294194886,160.54466966467405,96418800,0.9981414526700975,4.0
2022-03-08,154.7266845703125,160.0729341178279,153.1149488975309,156.08290647641851,131148300,0.9922516196966171,4.0
2022-03-09,160.14175415039062,160.59383321427086,156.6627682949814,158.69708659288594,91454900,0.9988856613636016,2.0
2022-03-10,155.7880859375,157.62585374072555,153.2918516527838,157.43912578291366,105342000,0.9952981571356455,6.0
2022-03-11,152.06341552734375,156.53500490118736,151.83738349184966,156.19103072019064,96970100,0.9963825225830079,5.0
2022-03-14,148.0242462158203,151.46392805455815,147.51321856820022,148.83994399421974,108732100,0.9980560143788656,3.0
2022-03-15,152.4171905517578,152.88892907582556,147.78837062747488,148.29939820148408,92964300,0.9966340263684591,3.0
2022-03-16,156.83963012695312,157.24256780595263,151.79805049383225,154.34341096119434,102300200,0.0,0.0
2022-03-17,157.8518829345703,158.22533884354678,154.9134219533723,155.8765285127207,75615400,0.9978837370872498,2.0
2022-03-18,161.1540069580078,161.64539008752615,157.00673214520708,157.74380683948462,123511700,0.9973711570103964,3.0
2022-03-21,162.5298614501953,163.48314576119236,160.20069560988745,160.6920786569655,95811400,0.9976500868797302,1.0
2022-03-22,165.9105682373047,166.5002188572966,162.067949464373,162.6576000843649,81532000,0.9986934065818788,1.0
2022-03-23,167.27662658691406,169.66474104201137,164.76073274272346,165.09488461775757,98062700,0.9958548247814178,2.0
2022-03-24,171.0701141357422,171.13889996970468,167.27663612578863,168.11197837145693,90131400,0.9956517815589905,4.0
2022-03-25,171.70887756347656,172.25922412685,169.7728273342969,170.88335771841636,80546200,0.0,0.0
2022-03-28,172.57373046875,172.701479862601,169.03576656556126,169.202835000459,90371900,0.9964066914149693,7.0
2022-03-29,175.8758544921875,175.92498080797162,173.30099672304345,173.64497090846976,100589400,0.9962914983431498,3.0
2022-03-30,174.7063446044922,176.51463074136956,173.65477761444038,175.47290101025155,92633200,0.9977551102638244,1.0
2022-03-31,171.6007537841797,174.96181135064268,171.39436634775922,174.7750834309807,103049300,0.9963342348734537,3.0
2022-04-01,171.30596923828125,171.86615315495757,168.9768182066353,171.03079590947166,78751300,0.0,0.0
2022-04-04,175.36477661132812,175.41391791306214,171.4337124057241,171.56147679106857,76468400,0.0,0.0
2022-04-05,172.04302978515625,175.22719732393347,171.41406008567415,174.4409814506257,73401800,0.9983455538749696,2.0
2022-04-06,168.8687286376953,170.63771090886573,167.19802899107668,169.38959355700894,89058800,0.9852736989657084,3.0
2022-04-07,169.17337036132812,170.37234630580983,166.92284239749918,168.2102636995684,77594700,0.9940509001413981,3.0
2022-04-08,167.1586456298828,168.81952237336554,166.28398459285444,168.81952237336554,76575500,0.9979083061218261,5.0
2022-04-11,162.89346313476562,166.1169343880837,162.6477716368248,165.80245706854532,72246700,0.9988455772399902,1.0
2022-04-12,164.7705841064453,166.9424890030797,163.76815838717138,165.12438053702303,79265200,0.9986100494861602,2.0
2022-04-13,167.46331787109375,168.0922875017565,163.89588754215904,164.5051976542895,70618900,0.9977553486824036,2.0
2022-04-14,162.44140625,168.3183584761883,162.19571471867903,167.67955149726123,75329400,0.9976235330104828,2.0
2022-04-18,162.22518920898438,163.7288199744053,160.75104022360551,161.09499932270256,69023900,0.0,0.0
2022-04-19,164.51502990722656,164.92780484237912,161.0851860080734,162.17605691767423,67723800,0.9981397986412048,2.0
2022-04-20,164.34796142578125,165.9695343967265,163.23744599263426,165.851592274227,67929800,0.9972054213285446,4.0
2022-04-21,163.55194091796875,168.57387654535995,163.05073557985884,165.99903403048015,87227800,0.9977582842111588,4.0
2022-04-22,159.00169372558594,164.97691239861385,158.71669820313346,163.59122382969923,84882400,0.9979309141635894,2.0
2022-04-25,160.07293701171875,160.35793256447772,155.72911292478716,158.34325918812343,96046400,0.9985619485378266,2.0
2022-04-26,154.0977325439453,159.54225031873102,154.0191094538627,159.453804965821,95623200,0.999210238456726,1.0
2022-04-27,153.8717041015625,157.03619732481974,152.7022099776654,153.2230748402012,88063200,0.0,0.0
2022-04-28,160.81985473632812,161.68469376070493,156.19101949826612,156.50551186924736,130216800,0.9985291957855223,1.0
2022-04-29,154.9330596923828,163.3357123056005,154.5399592760181,159.05085178561868,131747600,0.0,0.0
2022-05-02,155.23773193359375,155.5030679702358,150.6285567574635,154.009274370481,123055300,0.9971237579981486,3.0
2022-05-03,156.73153686523438,157.94034999172632,153.62600731797474,155.42445612408045,88966500,0.9974747896194458,5.0
2022-05-04,163.15882873535156,163.61089273431188,156.5153204398764,156.91825813151257,108256500,0.9978854060173035,4.0
2022-05-05,154.06825256347656,161.25227067537543,152.27961098375334,161.02623866112972,130525300,0.9954081972440084,3.0
2022-05-06,154.79653930664062,156.92243639704813,151.74548246293438,153.54658846859752,116124600,0.9974607527256012,2.0
2022-05-09,149.6589813232422,153.36945750408893,149.0979893908198,152.48365942752434,131577900,0.9984197616577148,1.0
2022-05-10,152.0702667236328,154.26506562042874,150.5152132745714,153.06432833720223,115366700,0.9945490658283234,4.0
2022-05-11,144.186767578125,152.9954442320576,143.5076602631258,151.07623770131187,142689800,0.9924496114253998,8.0
2022-05-12,140.3090057373047,143.8915303163757,136.60838073824038,140.51569649014897,182602000,0.9981958121061325,4.0
2022-05-13,144.78713989257812,145.7615132406745,140.85029972421802,142.3069263815123,113990900,0.9856829643249512,6.0
2022-05-16,143.24192810058594,145.19067486728656,141.90340179419994,143.2517798127895,86643800,0.0,0.0
2022-05-17,146.88351440429688,147.40514453340242,144.36392404181558,146.50950977669152,78336300,0.98347407579422,1.0
2022-05-18,138.59645080566406,145.03317719827086,137.69096444615863,144.5312355358542,109742900,0.9993546605110168,1.0
2022-05-19,135.18124389648438,139.4231864175674,134.4430864271214,137.6712938917074,136095600,0.997661272684733,3.0
2022-05-20,135.41746520996094,138.47835924778758,130.51610307514665,136.89378037255537,137426100,0.9958937565485636,6.0
2022-05-23,140.85028076171875,140.99790624101624,135.47648804751876,135.6142768341469,117726300,0.9947354793548584,4.0
2022-05-24,138.1437225341797,139.72830130754187,135.16156729888525,138.5866140509143,104132700,0.0,0.0
2022-05-25,138.3011932373047,139.5511291229351,136.15560763062282,136.24418292623076,92482700,0.9964919686317444,3.0
2022-05-26,141.50970458984375,142.06085975579472,134.97455116041425,135.2206036464889,90601500,0.997177243232727,3.0
2022-05-27,147.27719116210938,147.31655295622195,142.96634634088457,143.09429845299417,90978500,0.997328132390976,2.0
2022-05-31,146.48983764648438,148.28110735892756,144.5214173125584,146.71621679774168,103718400,0.9971289237340292,3.0
2022-06-01,146.36187744140625,149.3440325752995,145.34812731297455,147.5330747402819,74286600,0.9975928664207458,1.0
2022-06-02,148.8223876953125,148.88143788729292,144.54106856251593,145.49575338046964,72348100,0.9959490060806274,5.0
2022-06-03,143.08447265625,145.63357327354203,142.17900114416437,144.58046123211946,88570300,0.9967546860376993,3.0
2022-06-06,143.8324432373047,146.22408125410382,142.61201747807138,144.70838950271786,71598400,0.9974112311999003,3.0
2022-06-07,146.36187744140625,146.64729173693155,141.82466868695218,142.07072118986648,67808200,0.9957115650177002,5.0
2022-06-08,145.62371826171875,147.50354794884595,145.13161326153673,146.23392365623158,53950200,0.0,0.0
2022-06-09,140.38772583007812,145.61387897508678,140.27946212008615,144.75762100742102,69473000,0.98916395008564,4.0
2022-06-10,134.9647216796875,138.53739375627023,134.89581977133565,138.0649771627602,91437900,0.9763470888137816,1.0
2022-06-13,129.79762268066406,133.0651921487905,129.3645678675484,130.77198099232118,122207100,0.9982311129570008,1.0
2022-06-14,130.66372680664062,131.77588901971137,129.40393908646058,131.0278947539339,84784300,0.0,0.0
2022-06-15,133.29153442382812,135.17137886483886,130.0731789874158,132.16953578167917,91533000,0.9906502266724905,6.0
2022-06-16,128.00636291503906,130.29957424502024,127.00246441029934,129.99447151756362,108123900,0.9982861876487732,3.0
2022-06-17,129.48265075683594,130.9786539949958,127.7602834489197,128.01618763180625,134520300,0.997296416759491,5.0
2022-06-21,133.72463989257812,134.8958524756881,131.21491580632122,131.31332781915805,81000500,0.9934820234775543,2.0
2022-06-22,133.21279907226562,135.58473321678622,131.7955345932089,132.66162898319408,73409200,0.8279652446508408,4.0
2022-06-23,136.0867156982422,136.40165507690898,133.48840199836928,134.65961425641447,72433800,0.9989237785339355,3.0
2022-06-24,139.42318725585938,139.66923974712645,137.56303102259437,137.69096810591373,89116800,0.9967248439788818,2.0
2022-06-27,139.42318725585938,141.22429329407663,138.74407997710588,140.44675901167545,70207900,0.9952281912167867,3.0
2022-06-28,135.26983642578125,141.15540852649434,135.1517360213465,139.88578412525837,67083400,0.998617485165596,4.0
2022-06-29,137.03158569335938,138.4488508230255,134.51200991522234,135.28954440451295,66242400,0.9981106996536255,5.0
2022-06-30,134.56121826171875,136.1851590666704,131.6578012073038,135.08284846053866,98964500,0.9953466653823853,5.0
2022-07-01,136.7362823486328,136.84454604479996,133.51792659665475,133.89191616880768,71051600,0.9968169704079628,8.0
2022-07-05,139.3247833251953,139.37399683516924,134.767885626568,135.59463354770725,73353800,0.9971944093704224,1.0
2022-07-06,140.66329956054688,141.84434862551257,138.85235665974255,139.11809758016227,74064300,0.9939578473567963,4.0
2022-07-07,144.03916931152344,144.23600834868253,141.01763677774284,141.02747347335122,66253700,0.9953977465629578,4.0
2022-07-08,144.71823120117188,145.22018791054785,142.7104494172261,142.96633860975416,64547800,0.9951200485229492,2.0
2022-07-11,142.58250427246094,144.3245602553875,141.50971892875648,143.36987531125314,63141600,0.0,0.0
2022-07-12,143.556884765625,146.10598530220875,142.75967699315206,143.45845774918337,77588800,0.97899067401886,1.0
2022-07-13,143.19273376464844,144.13756705664937,139.87593549444708,140.732208499025,71185600,0.9966928064823151,2.0
2022-07-14,146.12564086914062,146.59805740261146,140.98806413686148,141.80496013260634,78140700,0.9985809624195099,2.0
2022-07-15,147.79879760742188,148.47790483542687,145.85990291969932,147.4149563504431,76259900,0.9984760880470276,1.0
2022-07-18,144.7477569580078,149.17670150055542,144.38358908348172,148.35980548278783,81420900,0.9938932855923971,3.0
